Id-Player,Goals,Minutes,Altersklasse,Liga,Position,Vereinsname,Sex
885040,1,377,Jun.C,Junioren C 1. Stärkeklasse,"Flügel links, Mittelfeld linksaussen, Mittelfeld rechtsaussen",FC Meilen (11034),M
887850,1,165,Jun.B,"Junioren B 1. Stärkeklasse, Junioren B Promotion","Mittelfeld rechtsaussen, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Wiesendangen (11265),M
1034828,1,90,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld, Mittelfeld linksinnen",FC Bosna Zürich (11541),M
887609,1,70,50+,Senioren 50+/7,Mittelfeld linksinnen,FC Wetzikon (11055),M
887590,1,488,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld rechts, Mittelfeld rechtsaussen",FC Dielsdorf (11008),M
24635,1,65,Aktiv,Frauen 3. Liga,Flügel links,FC Pfäffikon (11037),W
886845,1,210,50+,Senioren 50+/7,"Libero, Verteidigung rechts",FC Wetzikon (11055),M
1035417,1,320,Jun.B,Juniorinnen B,"Flügel rechts, Mittelfeld rechtsinnen, Sturmspitze links, Sturmspitze rechts",FC Glattbrugg (11021),W
375098,1,140,Aktiv,4. Liga,"Mittelfeld linksaussen, Sturmspitze links, Sturmspitze rechts",FC Birmensdorf (11004),M
1035883,1,607,40+,"Senioren 30+ Promotion, Senioren 40+ Promotion","Innenverteidigung links, Innenverteidigung rechts, Mittelfeld defensiv, Sturmspitze, hängende Spitze",FC Stäfa 1895 (11047),M
883676,1,720,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld linksaussen, hängende Spitze links",FC Kloten (11028),M
1033651,1,495,Aktiv,4. Liga,Verteidigung rechtsaussen,FC United Zürich (11517),M
883227,1,618,Aktiv,5. Liga,"Flügel links, Mittelfeld defensiv rechts, Mittelfeld links, Mittelfeld rechts, Verteidigung linksaussen, hängende Spitze links",FC Neftenbach (11062),M
312530,1,554,Aktiv,5. Liga,"Tor, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Räterschen (11039),M
308184,1,795,Jun.C,Junioren C 1. Stärkeklasse,Innenverteidigung rechts,FC Herrliberg (11057),M
1033808,1,70,40+,Senioren 40+ (7/7),Mittelfeld rechtsinnen,FC Glattal Dübendorf (11086),M
1034111,1,618,Jun.B,Junioren B 2. Stärkeklasse,"Mittelfeld rechtsaussen, Verteidigung rechtsaussen",FC Gossau (11076),M
882973,1,377,30+,"5. Liga, Senioren 30+","Mittelfeld linksaussen, Sturmspitze links, Sturmspitze rechts, Verteidigung rechtsaussen",FC Feusisberg-Schindellegi (11749),M
1034400,1,308,40+,"Senioren 30+, Senioren 40+ Promotion","Innenverteidigung links, Sturmspitze links, Sturmspitze rechts",FC Einsiedeln (11712),M
286471,1,341,Aktiv,4. Liga,"Flügel rechts, Mittelfeld defensiv, Mittelfeld linksinnen",FC Langnau a/A (11032),M
327542,1,592,Jun.B,"Junioren A Promotion, Junioren B 1. Stärkeklasse, Junioren B Promotion","Ersatz (S), Mittelfeld, Mittelfeld defensiv, Mittelfeld linksinnen, Mittelfeld rechtsinnen",SC Veltheim (11262),M
328822,1,372,Jun.A,"2. Liga, Youth League A","Mittelfeld rechtsinnen, Sturmspitze, Sturmspitze links, Sturmspitze rechts",FC Unterstrass (11492),M
328821,1,189,Jun.B,"Junioren A Promotion, Junioren B 1. Stärkeklasse","Ersatz (S), Mittelfeld rechtsaussen, Sturmspitze links",FC Männedorf (11033),M
1039029,1,445,Aktiv,Frauen 3. Liga,"Mittelfeld linksaussen, Mittelfeld linksinnen, Mittelfeld rechtsinnen",FC Stäfa 1895 (11047),W
1037132,1,436,30+,Senioren 30+ Promotion,"Mittelfeld defensiv, Verteidigung rechtsaussen",FC Stäfa 1895 (11047),M
1036080,1,490,40+,Senioren 40+ (7/7),"Verteidigung linksaussen, Verteidigung rechtsaussen",FC Feusisberg-Schindellegi (11749),M
881880,1,256,Jun.C,Junioren C 2. Stärkeklasse,"Mittelfeld linksaussen, Mittelfeld linksinnen, Sturmspitze",FC Richterswil (11041),M
328618,1,233,30+,Senioren 30+,Mittelfeld rechtsinnen,FC Weisslingen (11054),M
1036194,1,637,Jun.C,Junioren B 2. Stärkeklasse,"Mittelfeld linksinnen, Mittelfeld rechtsinnen",FC Weisslingen (11054),M
330311,1,457,Jun.B,Junioren B Promotion,"Flügel links, Flügel rechts, Sturmspitze links, Sturmspitze rechts, Tor",FC Richterswil (11041),M
376575,1,630,Jun.A,Junioren A Promotion,Innenverteidigung rechts,FC Stäfa 1895 (11047),M
376568,1,1035,Aktiv,"2. Liga, 4. Liga","Innenverteidigung links, Innenverteidigung rechts, Mittelfeld defensiv, Verteidigung linksaussen, Verteidigung mitte",FC Einsiedeln (11712),M
376566,1,873,Aktiv,3. Liga,"Mittelfeld defensiv, Mittelfeld linksinnen, Verteidigung mitte",FC Niederweningen (11068),M
376520,1,471,Jun.B,Juniorinnen B,"Flügel links, Flügel rechts, Mittelfeld linksaussen, Mittelfeld rechtsinnen, Sturmspitze, Verteidigung linksaussen, hängende Spitze links",FC Schlieren (11045),W
1036199,1,349,Jun.C,Junioren C 1. Stärkeklasse,"Mittelfeld rechtsinnen, Verteidigung linksaussen",FC Effretikon (11502),M
376482,1,530,40+,"3. Liga, 4. Liga, Senioren 30+ Promotion","Ersatz (S), Flügel links, Mittelfeld rechtsinnen, Sturmspitze links, Tor, Verteidigung linksaussen, hängende Spitze",FC Niederweningen (11068),M
973164,1,318,Aktiv,4. Liga,"Ersatz (S), Mittelfeld, Mittelfeld rechtsinnen",SV Seebach ZH (11488),M
330216,1,467,30+,Senioren 30+ Promotion,"Mittelfeld linksaussen, Mittelfeld rechtsinnen, Sturmspitze links",FC Regensdorf (11040),M
377553,1,278,Jun.B,"2. Liga, 3. Liga, Junioren B Promotion","Ersatz (S), Mittelfeld, Mittelfeld defensiv, Mittelfeld defensiv links, Mittelfeld rechtsinnen",FC Wiesendangen (11265),M
377463,1,496,Aktiv,5. Liga,"Mittelfeld linksaussen, Mittelfeld linksinnen, Mittelfeld rechtsinnen, hängende Spitze",SC Hedingen (11119),M
318644,1,583,Jun.B,Juniorinnen B,Verteidigung rechtsaussen,FC Horgen (11024),W
308280,1,646,Jun.B,Junioren B Promotion,"Innenverteidigung links, Innenverteidigung rechts",FC Kilchberg-Rüschlikon (11027),M
379586,1,271,Jun.B,"5. Liga, Junioren B Promotion","Ersatz (S), Innenverteidigung rechts",FC Herrliberg (11057),M
880029,1,691,Jun.C,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse","Innenverteidigung links, Libero, Verteidigung mitte, Verteidigung vorne, hängende Spitze links",FC Rot Weiss Winikon (11085),M
879545,1,420,50+,Senioren 50+/11,"Verteidigung linksaussen, Verteidigung mitte, Verteidigung rechtsaussen",Grasshopper Club Zürich (11476),M
308300,1,480,30+,Senioren 30+,"Mittelfeld linksinnen, Mittelfeld rechtsaussen",FC Oberglatt (11036),M
879106,1,740,Jun.C,Junioren C 1. Stärkeklasse,"Innenverteidigung rechts, Mittelfeld rechtsinnen, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Egg (11012),M
879022,1,1190,30+,"4. Liga, 5. Liga, Senioren 30+","Ersatz (S), Flügel links, Flügel rechts, Innenverteidigung links, Mittelfeld rechtsaussen, Verteidigung rechts",FC Stammheim (11269),M
881723,1,0,30+,Senioren 30+,Ersatz (S),FC Hard Zürich (11506),M
881573,1,419,Jun.C,Junioren C 1. Stärkeklasse,"Flügel links, Flügel rechts, Mittelfeld linksinnen, Mittelfeld rechts",FC Zürich-Affoltern (11467),M
880203,1,810,Jun.D,Junioren C 2. Stärkeklasse,"Innenverteidigung rechts, Libero, Verteidigung mitte, Verteidigung rechtsaussen",FC Bosna Zürich (11541),M
880192,1,378,Jun.B,Juniorinnen B,"Flügel links, Flügel rechts, Sturmspitze, Tor",SC Wipkingen ZH (11495),W
995206,1,847,40+,"Frauen 2. Liga, Frauen 30+ (7v7)","Verteidigung links, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Schlieren (11045),W
1036496,1,385,Aktiv,4. Liga,"Mittelfeld defensiv rechts, Mittelfeld links, Mittelfeld rechtsaussen, Verteidigung linksaussen",FC Russikon (11074),M
882373,1,660,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld linksaussen, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Volketswil (11075),M
882318,1,280,40+,Senioren 40+,"Mittelfeld defensiv links, Mittelfeld linksaussen, Verteidigung linksaussen",FC Bäretswil (11067),M
993821,1,502,Jun.C,Junioren C Promotion,"Ersatz (S), Innenverteidigung links, Innenverteidigung rechts, Libero, Verteidigung mitte",FC Schaffhausen (11105),M
882037,1,187,Jun.A,Junioren A,Mittelfeld rechtsaussen,Centro Lusitano Zurich (11523),M
24327,1,136,Jun.C,Junioren C 2. Stärkeklasse,Ersatz (S),FC Herrliberg (11057),M
875666,1,16,30+,Senioren 30+,Ersatz (S),FC Diessenhofen (11809),M
877606,1,270,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld, Sturmspitze",FC Pfäffikon (11037),M
877416,1,140,Jun.A,Frauen 4. Liga,Ersatz (S),FC Wiedikon ZH (11494),W
877226,1,300,Aktiv,4. Liga,"Ersatz (S), Verteidigung linksaussen, Verteidigung rechtsaussen",FC Glattbrugg (11021),M
1040921,1,210,30+,Senioren 30+,"Mittelfeld defensiv rechts, Mittelfeld linksaussen",US Virtus Badolato (11559),M
1039291,1,514,40+,Senioren 30+,"Mittelfeld linksaussen, Mittelfeld linksinnen, Mittelfeld rechtsaussen",NK Dinamo Schaffhausen (11116),M
1039410,1,385,50+,Senioren 50+/11,"Innenverteidigung links, Innenverteidigung rechts, Mittelfeld defensiv rechts, Mittelfeld rechtsinnen",SC Siebnen (11746),M
878111,1,720,Jun.B,Junioren B 2. Stärkeklasse,"Innenverteidigung rechts, Mittelfeld, Mittelfeld rechtsaussen, Mittelfeld rechtsinnen",FC Wetzikon (11055),M
378509,1,900,Aktiv,3. Liga,"Mittelfeld defensiv, Mittelfeld defensiv links, Mittelfeld linksinnen",FC Wetzikon (11055),M
24228,1,252,30+,Senioren 30+,"Flügel links, Mittelfeld rechtsaussen",FC Wiesendangen (11265),M
378236,1,384,30+,5. Liga,"Mittelfeld defensiv, Mittelfeld defensiv rechts, Mittelfeld rechts, Sturmspitze",FC Ellikon Marthalen (11014),M
378154,1,352,Jun.C,Junioren C 2. Stärkeklasse,"Sturmspitze rechts, Tor",FC Wiedikon ZH (11494),M
26294,1,475,30+,4. Liga,"Mittelfeld, Mittelfeld defensiv links, Mittelfeld linksinnen, Sturmspitze links",SV Seebach ZH (11488),M
380004,1,233,Jun.A,5. Liga,"Flügel rechts, Mittelfeld rechtsaussen",SC Siebnen (11746),M
981151,1,476,Jun.B,"Junioren A, Junioren B 1. Stärkeklasse","Ersatz (S), Innenverteidigung links, Verteidigung linksaussen",Centro Lusitano Zurich (11523),M
873511,1,417,Jun.C,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse","Flügel links, Flügel rechts, Innenverteidigung links, Innenverteidigung rechts, Sturmspitze links",FC Embrach (11266),M
1039685,1,680,Jun.C,"Juniorinnen B, Juniorinnen C","Mittelfeld linksaussen, Mittelfeld linksinnen, Mittelfeld rechts, Mittelfeld rechtsaussen, Mittelfeld rechtsinnen",FC Kloten (11028),W
873343,1,70,50+,Senioren 50+/7,"Mittelfeld linksinnen, Mittelfeld rechtsaussen",FC Stäfa 1895 (11047),M
1039722,1,91,40+,Senioren 40+,Ersatz (S),FC Galatasaray (11518),M
875570,1,752,Aktiv,Frauen 4. Liga,"Innenverteidigung rechts, Verteidigung rechts, Verteidigung rechtsaussen",FC Effretikon (11502),W
1038746,1,900,Aktiv,2. Liga,Innenverteidigung links,FC Oetwil-Geroldswil (11079),M
329477,1,393,Jun.C,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse","Innenverteidigung links, Mittelfeld rechtsinnen",FC Bassersdorf (11070),M
874473,1,720,Jun.C,Junioren C 1. Stärkeklasse,"Innenverteidigung links, Mittelfeld, Mittelfeld defensiv, Mittelfeld defensiv links, Mittelfeld defensiv rechts",FC Räterschen (11039),M
329448,1,163,Jun.B,Junioren B 1. Stärkeklasse,Mittelfeld linksinnen,FC Wetzikon (11055),M
992442,1,329,Aktiv,5. Liga,"Mittelfeld, Mittelfeld links, Mittelfeld linksaussen",FC Räterschen (11039),M
876134,1,227,30+,Senioren 30+,"Mittelfeld linksaussen, Mittelfeld rechtsaussen, Sturmspitze",FC Phönix Seen (11258),M
1038944,1,320,30+,Senioren 30+,"Mittelfeld defensiv, Mittelfeld linksinnen",Inter Club Zurigo (11511),M
329346,1,377,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld defensiv rechts, Mittelfeld linksaussen, Mittelfeld linksinnen, hängende Spitze",FC Adliswil (11001),M
1039025,1,564,Jun.A,Frauen 4. Liga,"Mittelfeld defensiv, Mittelfeld defensiv rechts, Mittelfeld rechtsinnen, Verteidigung rechtsaussen",FC Elgg (11013),W
284501,1,378,Aktiv,4. Liga,"Mittelfeld defensiv, Mittelfeld defensiv rechts",FC Fällanden (11017),M
380437,1,490,40+,Senioren 40+,"Innenverteidigung links, Mittelfeld defensiv links, Mittelfeld linksinnen",FC Glattbrugg (11021),M
1041220,1,508,Aktiv,"2. Liga, 4. Liga","Flügel links, Mittelfeld rechtsaussen, Mittelsturm",FC Wollishofen (11497),M
1041294,1,218,40+,Senioren 40+ Promotion,"Ersatz (S), Mittelfeld rechts, Sturmspitze rechts",FC Affoltern a/A (11002),M
1040197,1,540,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld defensiv, Mittelfeld rechtsinnen",FC Wiesendangen (11265),M
870882,1,742,Jun.B,Youth League B,hängende Spitze,FC Regensdorf (11040),M
870818,1,425,Aktiv,5. Liga,"Flügel links, Flügel rechts, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Dielsdorf (11008),M
870771,1,200,30+,Senioren 30+,"Mittelfeld rechtsaussen, Verteidigung rechts",FC Greifensee (11056),M
1040536,1,270,Aktiv,4. Liga,Mittelfeld linksinnen,FC Dielsdorf (11008),M
283481,1,60,Aktiv,5. Liga,Ersatz (S),FC Ellikon Marthalen (11014),M
280938,1,189,50+,Senioren 50+/7,"Mittelfeld rechtsaussen, Mittelfeld rechtsinnen, Verteidigung rechtsaussen",FC Stäfa 1895 (11047),M
281143,1,604,Aktiv,4. Liga,"Mittelfeld linksinnen, Mittelfeld rechtsinnen, Verteidigung linksaussen",FC Unterstrass (11492),M
329277,1,420,Jun.D,Junioren C 2. Stärkeklasse,"Flügel rechts, Mittelfeld defensiv, Mittelfeld rechtsinnen",SV Seebach ZH (11488),M
331093,1,338,30+,Senioren 30+,"Mittelfeld rechtsaussen, Verteidigung rechtsaussen",FC Wald (11052),M
381865,1,720,Aktiv,Frauen 4. Liga,"Innenverteidigung links, Innenverteidigung rechts",FC Horgen (11024),W
381575,1,122,Aktiv,5. Liga,"Verteidigung links, Verteidigung rechts",BC Albisrieden (11542),M
381473,1,305,40+,Senioren 40+ Promotion,"Mittelfeld rechts, Sturmspitze links, Sturmspitze rechts",FC Tössfeld (11261),M
381451,1,315,30+,3. Liga,"Sturmspitze links, Sturmspitze rechts, hängende Spitze",FC Ramsen (11038),M
868979,1,205,Jun.B,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse","Ersatz (S), Flügel links, Verteidigung linksaussen",FC Wülflingen (11264),M
281214,1,559,Jun.B,"Frauen 4. Liga, Juniorinnen B","Flügel links, Mittelfeld linksaussen",FC Herrliberg (11057),W
331090,1,607,Jun.C,Juniorinnen C,"Innenverteidigung rechts, Mittelfeld, Mittelfeld defensiv, Mittelfeld defensiv rechts, Sturmspitze",FC Wetzikon (11055),W
868821,1,625,Aktiv,Frauen 3. Liga,"Innenverteidigung rechts, Tor, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Pfäffikon (11037),W
1045964,1,390,Aktiv,5. Liga,"Ersatz (S), Mittelfeld rechtsaussen",FC Wollishofen (11497),M
23547,1,241,40+,Senioren 40+,"Mittelfeld linksaussen, Sturmspitze rechts",FC Räterschen (11039),M
1043379,1,298,30+,5. Liga,"Ersatz (S), Tor",FC Boca Zürich (11458),M
870220,1,474,Aktiv,"4. Liga, 5. Liga","Ersatz (S), Flügel links, Flügel rechts, Sturmspitze links, Verteidigung linksaussen",FC Neunkirch (11109),M
870132,1,234,50+,"Senioren 40+ Promotion, Senioren 50+/7","Ersatz (S), Mittelfeld defensiv, Mittelsturm, Sturmspitze, hängende Spitze",FC Schlieren (11045),M
1043843,1,446,30+,Frauen 2. Liga,"Verteidigung links, hängende Spitze, hängende Spitze links",FC Schlieren (11045),W
870064,1,525,Jun.C,Juniorinnen C,"Mittelfeld rechtsaussen, Mittelfeld rechtsinnen, Sturmspitze rechts",FC Urdorf (11069),W
869592,1,106,Aktiv,3. Liga,Flügel links,FC Niederweningen (11068),M
23658,1,66,Jun.A,"3. Liga, 4. Liga","Flügel links, Sturmspitze",SC Zollikon (11066),M
1043934,1,190,50+,Senioren 40+,"Mittelfeld rechtsinnen, Sturmspitze links, hängende Spitze",FC Unterstrass (11492),M
381337,1,436,Jun.C,Juniorinnen C,"Mittelfeld linksaussen, Mittelfeld rechtsaussen",FC Egg (11012),W
381265,1,483,Jun.C,Junioren C 2. Stärkeklasse,"Flügel links, Mittelfeld rechts, Mittelfeld rechtsaussen, Sturmspitze links, Sturmspitze rechts",FC Stammheim (11269),M
1044467,1,720,Aktiv,5. Liga,"Mittelfeld linksinnen, Mittelfeld rechtsinnen",FC Dielsdorf (11008),M
868163,1,121,Jun.B,Junioren B 1. Stärkeklasse,Sturmspitze,FC Zürich-Affoltern (11467),M
1043025,1,556,Jun.A,"4. Liga, Youth League A","Mittelfeld defensiv links, Mittelfeld defensiv rechts, Mittelfeld rechtsaussen, Mittelfeld rechtsinnen, Verteidigung linksaussen, hängende Spitze",FC Wiedikon ZH (11494),M
867341,1,405,Jun.C,Junioren C 2. Stärkeklasse,"Innenverteidigung rechts, Mittelfeld linksaussen, Mittelfeld rechtsinnen, Sturmspitze rechts",FC Wädenswil (11051),M
867292,1,362,Jun.C,Juniorinnen C,"Innenverteidigung links, Innenverteidigung rechts, Sturmspitze links",FC Richterswil (11041),W
1043173,1,145,Aktiv,"3. Liga, 5. Liga","Innenverteidigung rechts, Libero, Mittelfeld linksinnen",FC Wiesendangen (11265),M
281318,1,265,30+,4. Liga,"Mittelfeld linksinnen, Mittelfeld rechtsinnen",SC Zollikon (11066),M
281985,1,285,Jun.C,Junioren C 1. Stärkeklasse,"Sturmspitze, Sturmspitze rechts, hängende Spitze",FC Wetzikon (11055),M
869407,1,158,Aktiv,3. Liga,"Mittelfeld linksinnen, Sturmspitze links",FC Rafzerfeld (11100),M
382073,1,310,40+,Senioren 40+,"Ersatz (S), Flügel rechts, Mittelfeld links, Mittelfeld linksaussen",FC Schwerzenbach (11077),M
381968,1,642,Jun.D,Juniorinnen C,"Innenverteidigung links, Mittelfeld rechtsaussen, Mittelfeld rechtsinnen",FC Urdorf (11069),W
279980,1,558,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld linksinnen, Mittelfeld rechtsinnen, hängende Spitze",FC Schwamendingen (11487),M
280364,1,143,Aktiv,2. Liga,Flügel rechts,FC Phönix Seen (11258),M
1044701,1,421,Aktiv,"4. Liga, 5. Liga","Ersatz (S), Flügel links, Flügel rechts, Verteidigung linksaussen",FC Embrach (11266),M
1044989,1,414,Jun.B,Junioren B Promotion,"Flügel links, Mittelfeld linksaussen, Mittelsturm, Sturmspitze, Sturmspitze rechts",FC Horgen (11024),M
953945,1,459,Jun.B,"3. Liga, Junioren A","Innenverteidigung links, Innenverteidigung rechts",NK Dinamo Schaffhausen (11116),M
953814,1,499,Jun.C,"Junioren C 1. Stärkeklasse, Junioren C 2. Stärkeklasse","Mittelfeld, Mittelfeld defensiv, Mittelfeld defensiv links",FC Buttikon (11707),M
310575,1,487,Jun.A,2. Liga,"Ersatz (S), Innenverteidigung links, Innenverteidigung rechts, Mittelfeld defensiv rechts",SC Veltheim (11262),M
1045066,1,206,Jun.A,3. Liga,"Innenverteidigung rechts, Verteidigung rechtsaussen",FC Altstetten (11469),M
866952,1,305,Aktiv,4. Liga,"Mittelfeld rechtsaussen, Verteidigung rechtsaussen",FC Richterswil (11041),M
866764,1,245,40+,Senioren 40+,"Mittelfeld rechtsaussen, Verteidigung linksaussen, Verteidigung rechtsaussen",BC Albisrieden (11542),M
975824,1,136,Jun.C,Juniorinnen B,"Sturmspitze, Sturmspitze links",FC Embrach (11266),W
866659,1,432,30+,Senioren 30+ Promotion,"Flügel links, Mittelfeld rechtsinnen, hängende Spitze",FC Srbija ZH (11516),M
1045947,1,167,40+,Senioren 40+,"Flügel rechts, Hängende Spitze rechts",FC Glattbrugg (11021),M
866328,1,502,Jun.A,Frauen 3. Liga,"Ersatz (S), Mittelfeld, Mittelfeld links, Mittelfeld linksaussen, Mittelfeld rechtsaussen",FC Glattfelden (11022),W
953339,1,356,Jun.B,Junioren B 2. Stärkeklasse,"Mittelfeld, Mittelfeld defensiv links, Mittelfeld defensiv rechts",FC Männedorf (11033),M
954809,1,559,Jun.B,2. Liga,"Flügel links, Flügel rechts, Hängende Spitze rechts",FC Horgen (11024),M
955727,1,535,Aktiv,4. Liga,"Innenverteidigung rechts, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Richterswil (11041),M
868248,1,323,Jun.C,Junioren B 2. Stärkeklasse,"Mittelfeld linksinnen, Mittelfeld rechtsinnen",FC Räterschen (11039),M
329231,1,689,Jun.C,Youth League C,"Mittelfeld, Mittelfeld defensiv, Mittelfeld defensiv links, Mittelfeld defensiv rechts, Mittelfeld linksinnen",FR Soccer (11071),M
382785,1,231,Jun.C,Junioren C 1. Stärkeklasse,"Mittelfeld linksaussen, Mittelfeld rechtsaussen, Sturmspitze links, Sturmspitze rechts",FC Wädenswil (11051),M
283130,1,281,Jun.C,Junioren C 1. Stärkeklasse,"Flügel rechts, Mittelfeld, hängende Spitze",FC Stäfa 1895 (11047),M
21461,1,235,Jun.B,Youth League B,"Flügel rechts, Mittelfeld linksinnen, Mittelfeld rechtsinnen, Sturmspitze rechts",FC Phönix Seen (11258),M
864069,1,733,Aktiv,4. Liga,"Mittelfeld linksaussen, Sturmspitze, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Bäretswil (11067),M
328996,1,539,Jun.C,Juniorinnen C,"Flügel links, Mittelfeld linksaussen, Sturmspitze rechts",FC Brüttisellen-Dietlikon (11005),W
21503,1,682,Jun.B,"Frauen 3. Liga, Juniorinnen B","Ersatz (S), Innenverteidigung rechts, Libero, Mittelfeld, Mittelfeld defensiv",SC Wipkingen ZH (11495),W
865751,1,335,Jun.C,Junioren C 2. Stärkeklasse,"Libero, Mittelfeld links, Mittelfeld linksaussen, Sturmspitze links",FC Engstringen (11015),M
20105,1,806,Aktiv,4. Liga,"Innenverteidigung links, Mittelfeld defensiv links, Mittelfeld links, Mittelfeld rechts, Mittelfeld rechtsinnen",FC Pfäffikon (11037),M
865476,1,468,30+,Senioren 30+,"Innenverteidigung rechts, Mittelfeld rechtsinnen",FC Pfäffikon (11037),M
1047478,1,192,50+,Senioren 40+,"Flügel rechts, Mittelfeld rechtsaussen",FC Wülflingen (11264),M
29592,1,631,30+,4. Liga,"Innenverteidigung links, Innenverteidigung rechts, Mittelfeld defensiv, Mittelfeld defensiv links, Mittelfeld defensiv rechts, Mittelfeld linksinnen",FC Oerlikon/Polizei ZH (11544),M
29565,1,57,Jun.B,Juniorinnen B,Flügel links,FC Blue Stars ZH Frauen 1968 (11562),W
31295,1,467,Jun.C,Junioren C 1. Stärkeklasse,Verteidigung linksaussen,FR Black (11538),M
31078,1,311,Jun.C,"Junioren C 2. Stärkeklasse, Junioren C Promotion","Ersatz (S), Mittelfeld links, Mittelfeld linksinnen, Mittelfeld rechtsinnen",FC Pfäffikon (11037),M
310634,1,644,Jun.B,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse","Innenverteidigung links, Mittelfeld defensiv links, Mittelfeld defensiv rechts, hängende Spitze",FC Affoltern a/A (11002),M
383853,1,480,30+,Senioren 30+,"Innenverteidigung rechts, Verteidigung rechtsaussen",FC Birmensdorf (11004),M
330732,1,694,Aktiv,5. Liga,"Flügel rechts, Hängende Spitze rechts, Mittelfeld rechts, Mittelfeld rechtsinnen, Sturmspitze, Sturmspitze rechts",FC Neftenbach (11062),M
1047645,1,162,Aktiv,3. Liga,"Innenverteidigung rechts, Mittelfeld linksinnen",FC Oberwinterthur (11257),M
330693,1,209,50+,Senioren 50+/7,"Verteidigung rechts, Verteidigung rechtsaussen",FC Greifensee (11056),M
1046258,1,432,Aktiv,"Frauen 2. Liga, Frauen 4. Liga","Flügel rechts, Mittelfeld rechtsaussen, Sturmspitze, Verteidigung rechtsaussen",FC Wädenswil (11051),W
862177,1,335,Jun.A,Frauen 4. Liga,"Mittelfeld, Sturmspitze, hängende Spitze",SC Wipkingen ZH (11495),W
861984,1,462,Jun.B,Frauen 4. Liga,"Mittelfeld rechtsaussen, Sturmspitze rechts",FC Effretikon (11502),W
1046453,1,430,Aktiv,4. Liga,"Mittelfeld, Mittelfeld linksaussen, Mittelfeld rechtsaussen, Verteidigung linksaussen, hängende Spitze",FC Galatasaray (11518),M
1046502,1,370,Jun.C,Junioren C 1. Stärkeklasse,"Ersatz (S), Verteidigung rechtsaussen",FC Wald (11052),M
863335,1,375,Jun.B,Junioren B 2. Stärkeklasse,Flügel rechts,FC Pfäffikon (11037),M
278129,1,315,Aktiv,Frauen 4. Liga,"Mittelsturm, Sturmspitze rechts",FC Wädenswil (11051),W
332958,1,480,30+,Senioren 30+,"Innenverteidigung links, Innenverteidigung rechts, Sturmspitze, Verteidigung mitte",FC Birmensdorf (11004),M
862860,1,759,Jun.C,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse","Mittelfeld links, Mittelfeld rechtsinnen, Sturmspitze rechts, Verteidigung linksaussen",FC Adliswil (11001),M
862709,1,625,Aktiv,Frauen 2. Liga,"Flügel links, Flügel rechts, Verteidigung linksaussen",FC Wädenswil (11051),W
1048278,1,497,Jun.D,Juniorinnen C,"Ersatz (S), Mittelfeld defensiv rechts, Sturmspitze, Sturmspitze links",FC Wetzikon (11055),W
319580,1,693,Aktiv,4. Liga,"Mittelfeld linksinnen, Mittelfeld rechtsinnen",FC Dielsdorf (11008),M
1048347,1,213,50+,"Senioren 30+ Promotion, Senioren 40+","Flügel rechts, Sturmspitze rechts, Verteidigung linksaussen",FC Glattfelden (11022),M
311399,1,335,Jun.B,Juniorinnen B,"Innenverteidigung links, Innenverteidigung rechts, Verteidigung linksaussen, Verteidigung rechtsaussen",FC Ellikon Marthalen (11014),W
1048366,1,107,30+,Frauen 4. Liga,Mittelfeld rechtsaussen,FC Regensdorf (11040),W
388185,1,422,50+,Senioren 50+/7,"Flügel links, Verteidigung mitte, Verteidigung rechtsaussen",SC Post Winterthur (11259),M
388158,1,588,Jun.C,Junioren C 1. Stärkeklasse,"Flügel links, Innenverteidigung links, Mittelfeld rechtsaussen, Tor, Verteidigung linksaussen, Verteidigung rechts, hängende Spitze links",FC Urdorf (11069),M
388047,1,388,Jun.B,Junioren B 1. Stärkeklasse,"Mittelfeld linksinnen, Mittelfeld rechtsinnen, Sturmspitze",SC Zollikon (11066),M
280425,1,804,Jun.C,Junioren C 2. Stärkeklasse,"Innenverteidigung rechts, Mittelfeld defensiv, Verteidigung mitte",SV Rümlang (11043),M
