Id-Player,Liga,Vereinsname
893433,4. Liga,FC Wülflingen (11264)
893508,Senioren 40+,FC Birmensdorf (11004)
896333,"5. Liga, Senioren 30+ Promotion",FC Dardanët Schaffhausen (11123)
896358,Senioren 40+ Promotion,FC Tössfeld (11261)
896364,Junioren C Promotion,FC Schaffhausen (11105)
896381,3. Liga,FC Töss (11260)
896395,Senioren 50+/7,FC Fällanden (11017)
896425,"Junioren B 1. Stärkeklasse, Junioren C Promotion",FC Blue Stars ZH (11472)
896619,Senioren 40+ Promotion,FC Einsiedeln (11712)
894928,"Senioren 40+ Meister, Senioren 50+/11",Grasshopper Club Zürich (11476)
895121,Senioren 50+/7,FC Stäfa 1895 (11047)
56512,2. Liga,FC Greifensee (11056)
56685,4. Liga,FC Schleitheim (11111)
54753,"Junioren B 1. Stärkeklasse, Youth League B",FC Küsnacht (11030)
54763,Senioren 30+ Promotion,FC Schlieren (11045)
371422,Juniorinnen C,FC Blue Stars ZH Frauen 1968 (11562)
371532,4. Liga,FC Zürich-Affoltern (11467)
371705,4. Liga,FC Oetwil am See (11072)
897020,Senioren 30+,FC Diessenhofen (11809)
897151,4. Liga,FC Witikon (11496)
897231,Junioren C 2. Stärkeklasse,FC Langnau a/A (11032)
897388,Senioren 40+,FC Oberwinterthur (11257)
897468,"Frauen 2. Liga, Nationalliga B (Frauen)",FC Wädenswil (11051)
897711,Frauen 4. Liga,FC Stäfa 1895 (11047)
896023,Junioren B 2. Stärkeklasse,FC Thayngen (11108)
896144,Junioren C 2. Stärkeklasse,SV Seebach ZH (11488)
368871,"2. Liga, 4. Liga",FC Brüttisellen-Dietlikon (11005)
368921,4. Liga,FC Regensdorf (11040)
369200,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Oerlikon/Polizei ZH (11544)
370230,Senioren 30+,FC Adliswil (11001)
370408,4. Liga,FC Pfäffikon (11037)
367899,5. Liga,FC Wald (11052)
896179,5. Liga,FC Wollerau (11765)
896267,Junioren B 1. Stärkeklasse,SV Seebach ZH (11488)
368709,4. Liga,FC Esperanza ZH (11561)
368849,4. Liga,FC United Zürich (11517)
367100,Juniorinnen B,FC Herrliberg (11057)
367105,3. Liga,FC Witikon (11496)
367124,5. Liga,FC Ramsen (11038)
898037,4. Liga,FC Fällanden (11017)
898085,5. Liga,BC Albisrieden (11542)
898315,Senioren 50+/11,BC Albisrieden (11542)
898718,Senioren 40+ Meister,FC Wallisellen (11053)
898932,Senioren 50+/7,FC Glattfelden (11022)
899042,Juniorinnen B,FC Blue Stars ZH Frauen 1968 (11562)
896781,"Frauen 2. Liga, Frauen 4. Liga, Nationalliga B (Frauen)",FC Wädenswil (11051)
896818,Junioren B Promotion,FC Urdorf (11069)
896836,Junioren C Promotion,FC Männedorf (11033)
896860,Junioren B 2. Stärkeklasse,FC Bassersdorf (11070)
896950,4. Liga,FC Greifensee (11056)
899237,Senioren 40+,FC Gossau (11076)
899385,"5. Liga, Senioren 30+",NK Hajduk ZH (11533)
899495,4. Liga,FC Kollbrunn-Rikon (11029)
899576,5. Liga,FC Meilen (11034)
899610,Frauen 4. Liga,FC Glattfelden (11022)
899692,Junioren C 2. Stärkeklasse,FC Lionem ZH (11551)
899751,Juniorinnen C,FC Hinwil (11023)
899895,5. Liga,FC Räterschen (11039)
899918,3. Liga,FC Altstetten (11469)
899951,5. Liga,US Virtus Badolato (11559)
367934,4. Liga,FC Langnau a/A (11032)
368171,Frauen 4. Liga,FC Adliswil (11001)
368217,4. Liga,FC Mezopotamya (11546)
368338,Junioren B 1. Stärkeklasse,FC Rüti (11044)
368386,Frauen 3. Liga,FC Küsnacht (11030)
368504,Junioren C 2. Stärkeklasse,FC Witikon (11496)
900551,Junioren C 2. Stärkeklasse,FC Witikon (11496)
900702,4. Liga,FC Effretikon (11502)
900823,Frauen 30+ (7v7),FC Effretikon (11502)
901225,3. Liga,FC Wollerau (11765)
901345,Senioren 50+/7,FC Greifensee (11056)
901483,2. Liga,FC Phönix Seen (11258)
899207,4. Liga,FC Stäfa 1895 (11047)
367204,Frauen 30+ (7v7),FC Bauma (11003)
367231,"4. Liga, Senioren 30+",FC Stammheim (11269)
367589,5. Liga,FC Herrliberg (11057)
367656,Senioren 30+,FC Hausen a/A (11080)
367671,Senioren 30+,FC Birmensdorf (11004)
367683,Junioren B 1. Stärkeklasse,FC Gossau (11076)
367715,5. Liga,FC Glattfelden (11022)
366329,Senioren 30+ Promotion,Grasshopper Club Zürich (11476)
366378,Frauen 4. Liga,FC Witikon (11496)
366940,2. Liga,FC Wiedikon ZH (11494)
367097,"5. Liga, Senioren 30+",Inter Club Zurigo (11511)
367099,4. Liga,SC Zollikon (11066)
365010,Senioren 40+,FC Rüti (11044)
901663,Junioren B Promotion,FC Diessenhofen (11809)
901783,5. Liga,FC Glattfelden (11022)
901928,Junioren C 2. Stärkeklasse,FC Hakoah ZH (11477)
902231,Senioren 30+ Meister,BC Albisrieden (11542)
902244,4. Liga,FC Gossau (11076)
902287,"2. Liga, 4. Liga",FC Wollishofen (11497)
902319,3. Liga,FC Pfäffikon (11037)
902367,Junioren C 1. Stärkeklasse,FC Blue Stars ZH (11472)
902375,"4. Liga, 5. Liga",FC Fällanden (11017)
902407,3. Liga,FC Herrliberg (11057)
902437,Senioren 50+/7,FC Zürich (11499)
900382,4. Liga,FC Oerlikon/Polizei ZH (11544)
902639,Junioren B 1. Stärkeklasse,FC Adliswil (11001)
902669,Senioren 30+,FC Volketswil (11075)
902703,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",SC Wipkingen ZH (11495)
902773,5. Liga,SC Hedingen (11119)
902937,Senioren 30+ Promotion,FC Schwamendingen (11487)
903016,Junioren A Promotion,FC Räterschen (11039)
903114,Junioren B Promotion,FC Wädenswil (11051)
903128,Junioren C 2. Stärkeklasse,FC Hakoah ZH (11477)
903359,Juniorinnen B,FC Birmensdorf (11004)
366396,"Frauen 2. Liga, Frauen 4. Liga",FC Volketswil (11075)
366511,5. Liga,SC Hedingen (11119)
366532,5. Liga,FC Rämibühl Zürich (11553)
366758,Junioren C 1. Stärkeklasse,FC Gossau (11076)
366828,Senioren 40+,FC Bäretswil (11067)
366885,Junioren A Promotion,FC Volketswil (11075)
366913,Youth League C,FR Black (11538)
363895,Senioren 50+/11,BC Albisrieden (11542)
363934,3. Liga,BC Albisrieden (11542)
905659,Junioren B 1. Stärkeklasse,FC Schwamendingen (11487)
903467,Juniorinnen B,FC Richterswil (11041)
903611,2. Liga,FC Horgen (11024)
903641,5. Liga,FC Neunkirch (11109)
903707,3. Liga,BC Albisrieden (11542)
903784,Junioren B 2. Stärkeklasse,FC Männedorf (11033)
903845,5. Liga,Cholfirst United (11122)
903849,Juniorinnen C,FC Embrach (11266)
903987,Frauen 3. Liga,FC Blue Stars ZH Frauen 1968 (11562)
903989,Senioren 40+ (7/7),FC Bassersdorf (11070)
904092,"5. Liga, Senioren 30+ Promotion",FC Fällanden (11017)
902449,4. Liga,FC Tössfeld (11261)
902451,3. Liga,FC Oberrieden (11078)
902508,Junioren C 1. Stärkeklasse,FC Witikon (11496)
904584,"Junioren A, Junioren B 1. Stärkeklasse",FC Brüttisellen-Dietlikon (11005)
904685,Senioren 40+ Meister,FC Pfäffikon (11037)
904895,3. Liga,Sporting Club Schaffhausen (11114)
905000,4. Liga,FC Töss (11260)
905147,Frauen 3. Liga,FC Einsiedeln (11712)
905245,5. Liga,FC Fällanden (11017)
905336,4. Liga,FC Affoltern a/A (11002)
905479,Junioren C 1. Stärkeklasse,FC Witikon (11496)
365596,Senioren 40+ (7/7),FC Horgen (11024)
365616,Junioren C 2. Stärkeklasse,FC Kloten (11028)
365621,Senioren 30+ Meister,SC Siebnen (11746)
365628,Juniorinnen C,FC Horgen (11024)
365798,Senioren 30+ Promotion,FC Unterstrass (11492)
366046,Junioren C 2. Stärkeklasse,FC Bäretswil (11067)
366213,Senioren 40+,FC Elgg (11013)
366316,Junioren B 1. Stärkeklasse,FC Stein am Rhein (11107)
29185,5. Liga,FC Embrach (11266)
27812,Junioren B 1. Stärkeklasse,FC Phönix Seen (11258)
28019,5. Liga,FC Meilen (11034)
906165,Frauen 4. Liga,FC Regensdorf (11040)
906631,Junioren C 1. Stärkeklasse,FC Elgg (11013)
364041,"Frauen 2. Liga, Juniorinnen B",FC Kloten (11028)
364371,Juniorinnen B,FC Richterswil (11041)
364408,Senioren 40+ Meister,FC Witikon (11496)
364426,"2. Liga, 3. Liga, 4. Liga",FC Stäfa 1895 (11047)
364849,Senioren 50+/7,AC Palermo (11514)
362770,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Volketswil (11075)
363076,Junioren B 2. Stärkeklasse,FC Bassersdorf (11070)
906711,Senioren 30+,FC Weisslingen (11054)
904350,Juniorinnen C,FC Kilchberg-Rüschlikon (11027)
904510,Frauen 3. Liga,FC Embrach (11266)
904541,Senioren 30+ Promotion,FC Winterthur (11263)
905932,"3. Liga, Junioren A Promotion",FC Volketswil (11075)
906090,Junioren B 2. Stärkeklasse,FC Neunkirch (11109)
28917,Senioren 40+,FC Bosna Zürich (11541)
28922,"Senioren 40+, Senioren 50+/11",BC Albisrieden (11542)
29036,Junioren C 1. Stärkeklasse,FC Urdorf (11069)
29127,"Juniorinnen B, Juniorinnen C",FC Unterstrass (11492)
363106,Junioren B 1. Stärkeklasse,BC Albisrieden (11542)
363262,Junioren C 1. Stärkeklasse,FC Egg (11012)
363299,4. Liga,FC Adliswil (11001)
363547,Senioren 30+,FC Oberglatt (11036)
363721,Senioren 40+,FC Dielsdorf (11008)
363746,Junioren B 1. Stärkeklasse,FC Einsiedeln (11712)
363859,Junioren B 2. Stärkeklasse,FC Küsnacht (11030)
361044,"3. Liga, 4. Liga",FC Industrie Turicum (11552)
361118,Junioren B 1. Stärkeklasse,FC Wädenswil (11051)
361250,Juniorinnen C,FC Phönix Seen (11258)
360130,"Junioren A, Junioren B 1. Stärkeklasse",Centro Lusitano Zurich (11523)
360257,Junioren B 2. Stärkeklasse,FC Schlieren (11045)
360272,3. Liga,FC Neumünster (11481)
908421,3. Liga,FC Wiesendangen (11265)
908558,Junioren B 2. Stärkeklasse,FC Bassersdorf (11070)
908697,Senioren 30+ Promotion,FC Kilchberg-Rüschlikon (11027)
908703,5. Liga,VFC Neuhausen 90 (11103)
906742,Junioren B 2. Stärkeklasse,FC Männedorf (11033)
907041,Junioren B 1. Stärkeklasse,FC Elgg (11013)
907298,Senioren 30+,FC Wallisellen (11053)
907309,Senioren 30+,Sporting Club Schaffhausen (11114)
907450,Youth League B,FC Regensdorf (11040)
907458,Junioren C 2. Stärkeklasse,FC Hinwil (11023)
907601,Juniorinnen B,FC Männedorf (11033)
907940,Frauen 3. Liga,FC Unterstrass (11492)
905897,5. Liga,FC Witikon (11496)
358859,3. Liga,FC Männedorf (11033)
358947,5. Liga,FC Wetzikon (11055)
359027,Frauen 4. Liga,FC Wetzikon (11055)
359069,Senioren 30+,FC Thayngen (11108)
909297,"3. Liga, 4. Liga",FC Affoltern a/A (11002)
909388,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Kloten (11028)
908029,Juniorinnen C,FC Küsnacht (11030)
908283,Frauen 3. Liga,FC Pfäffikon (11037)
908340,4. Liga,FC Tössfeld (11261)
908369,"Junioren B 1. Stärkeklasse, Junioren B Promotion",FC Horgen (11024)
361275,5. Liga,FC Turkuaz Zürich (11535)
361595,Senioren 40+,FC Glattbrugg (11021)
361838,Junioren A Promotion,FC Glattfelden (11022)
362035,3. Liga,FC Industrie Turicum (11552)
362586,3. Liga,FC Maur (11065)
359973,"Senioren 30+ Promotion, Senioren 40+",FC Gossau (11076)
909688,5. Liga,FC Hakoah ZH (11477)
909786,5. Liga,FC Oetwil-Geroldswil (11079)
909989,5. Liga,FC Glattal Dübendorf (11086)
910119,Senioren 30+,FC Wiedikon ZH (11494)
910180,Senioren 50+/7,FC Meilen (11034)
908832,5. Liga,FC Ellikon Marthalen (11014)
908845,4. Liga,FC Küsnacht (11030)
908895,5. Liga,FC Beringen (11101)
909078,"Junioren C 1. Stärkeklasse, Junioren C Promotion",FC Wetzikon (11055)
909095,Senioren 30+,FC Wädenswil (11051)
360571,Junioren B 2. Stärkeklasse,FC Neunkirch (11109)
360619,"2. Liga, Junioren A Promotion",FC Adliswil (11001)
360637,"4. Liga, 5. Liga",FC Effretikon (11502)
360810,Juniorinnen C,FC Effretikon (11502)
360863,Junioren C 2. Stärkeklasse,FC Brüttisellen-Dietlikon (11005)
358788,"4. Liga, Senioren 30+",FC Stammheim (11269)
910878,Junioren C 1. Stärkeklasse,FC Schwamendingen (11487)
911163,"Juniorinnen B, Juniorinnen C",FC Witikon (11496)
909428,Juniorinnen C,FC Brüttisellen-Dietlikon (11005)
909506,Junioren B 2. Stärkeklasse,FC Bassersdorf (11070)
909557,4. Liga,FC Männedorf (11033)
909590,4. Liga,FC Wülflingen (11264)
909641,Senioren 40+ Promotion,FC Brüttisellen-Dietlikon (11005)
909677,4. Liga,FC Urdorf (11069)
359239,5. Liga,FC Ellikon Marthalen (11014)
359317,Senioren 40+ Meister,FC Wallisellen (11053)
359405,Senioren 30+ Promotion,FC Kloten (11028)
359507,U-20 (Frauen),GC Frauenfussball (11705)
359556,"Frauen 2. Liga, Frauen 4. Liga",FC Wädenswil (11051)
357445,Junioren C 1. Stärkeklasse,FC Blue Stars ZH (11472)
357819,4. Liga,Racing Club ZH (11485)
357923,5. Liga,FC Kilchberg-Rüschlikon (11027)
911515,4. Liga,FC Kollbrunn-Rikon (11029)
911957,Frauen 4. Liga,FC Stäfa 1895 (11047)
911978,Junioren C 1. Stärkeklasse,FC Glattfelden (11022)
911988,Senioren 30+,FC Oberglatt (11036)
912013,Senioren 40+,FC Brasil Suisse (11537)
912331,Junioren C 2. Stärkeklasse,FC Dielsdorf (11008)
912339,Junioren C 1. Stärkeklasse,FC Urdorf (11069)
910202,Junioren A Promotion,FC Glattfelden (11022)
910345,Junioren B Promotion,FC Oberglatt (11036)
910404,"4. Liga, Senioren 30+ Promotion",FC Männedorf (11033)
910556,Junioren B 2. Stärkeklasse,FC Wetzikon (11055)
910611,4. Liga,FC Richterswil (11041)
910620,Youth League C,FC Kilchberg-Rüschlikon (11027)
910641,Junioren B 1. Stärkeklasse,FC Srbija ZH (11516)
910642,Junioren C 1. Stärkeklasse,FC Töss (11260)
910823,5. Liga,FC Glattal Dübendorf (11086)
913041,Juniorinnen B,FC Herrliberg (11057)
913078,4. Liga,FC Affoltern a/A (11002)
913166,"Senioren 40+, Senioren 50+/7",FC Wetzikon (11055)
913281,Junioren B 1. Stärkeklasse,FC Stein am Rhein (11107)
913396,5. Liga,FC Stammheim (11269)
913407,4. Liga,FC Hard Zürich (11506)
911199,Senioren 30+,NK Hajduk ZH (11533)
911435,Senioren 50+/7,FC Fehraltorf (11018)
911453,Junioren C Promotion,FC Wallisellen (11053)
358193,Frauen 4. Liga,FC Buchs-Dällikon (11473)
358556,Senioren 30+ Meister,FC Oetwil-Geroldswil (11079)
358604,Junioren C 1. Stärkeklasse,FC Kempttal (11026)
358775,"Junioren B 1. Stärkeklasse, Junioren C 1. Stärkeklasse",Centro Lusitano Zurich (11523)
356497,Juniorinnen C,FC Birmensdorf (11004)
356500,Juniorinnen C,FC Bassersdorf (11070)
356769,Senioren 40+,FC Elgg (11013)
355832,3. Liga,FC Bassersdorf (11070)
355935,Senioren 40+ Promotion,FC Brüttisellen-Dietlikon (11005)
355981,Senioren 30+,FC Hard Zürich (11506)
913493,4. Liga,FC Wiedikon ZH (11494)
913624,Frauen 4. Liga,FC Volketswil (11075)
913711,Frauen 4. Liga,FC Oberglatt (11036)
913814,Junioren C Promotion,FC Wiedikon ZH (11494)
913905,Youth League C,FC Phönix Seen (11258)
913974,Senioren 30+,FC Wiesendangen (11265)
914160,Junioren A,Centro Lusitano Zurich (11523)
914615,Junioren C 2. Stärkeklasse,FC Feusisberg-Schindellegi (11749)
914623,Junioren C Promotion,FC Männedorf (11033)
914736,"4. Liga, 5. Liga",FC Wetzikon (11055)
912390,2. Liga,FC Horgen (11024)
912487,"Junioren A Promotion, Junioren B 1. Stärkeklasse",FC Männedorf (11033)
912775,Senioren 30+,FC Wallisellen (11053)
914887,Frauen 3. Liga,FC Wiedikon ZH (11494)
915142,3. Liga,FC Thayngen (11108)
915196,Junioren B 1. Stärkeklasse,SC Zollikon (11066)
915374,"3. Liga, 5. Liga",FC Schlieren (11045)
915449,3. Liga,FC Wiesendangen (11265)
915742,Senioren 40+ Promotion,FC Schlieren (11045)
913414,"4. Liga, Junioren B Promotion",FC Glattbrugg (11021)
913471,Junioren B 1. Stärkeklasse,BC Albisrieden (11542)
913478,"4. Liga, Senioren 30+ Promotion",FC Stäfa 1895 (11047)
913487,Senioren 30+,FC Adliswil (11001)
356824,4. Liga,FC Fehraltorf (11018)
356830,Junioren B 1. Stärkeklasse,FC Elgg (11013)
357370,Junioren B 1. Stärkeklasse,FC Volketswil (11075)
357413,Junioren C 1. Stärkeklasse,FC Blue Stars ZH (11472)
355448,Juniorinnen C,SC Veltheim (11262)
355787,"Junioren A, Junioren B 1. Stärkeklasse",Centro Lusitano Zurich (11523)
354239,Senioren 40+ Meister,FC Wald (11052)
354314,Junioren C 1. Stärkeklasse,FC Kempttal (11026)
354458,5. Liga,FC Wädenswil (11051)
354473,"Junioren B 1. Stärkeklasse, Junioren B 2. Stärkeklasse",FC Gossau (11076)
354481,Junioren A Promotion,SC Veltheim (11262)
354493,Junioren C 1. Stärkeklasse,FC Wiesendangen (11265)
354623,5. Liga,FC Rämibühl Zürich (11553)
916536,U-20 (Frauen),GC Frauenfussball (11705)
916545,Juniorinnen C,FC Effretikon (11502)
916550,Junioren B 1. Stärkeklasse,FC Volketswil (11075)
916610,Junioren B 2. Stärkeklasse,FC Thayngen (11108)
916641,Juniorinnen C,FC Buchs-Dällikon (11473)
916766,Junioren C 2. Stärkeklasse,SC Hegi Winterthur (11267)
916894,Senioren 30+ Promotion,FC Rafzerfeld (11100)
916977,3. Liga,SC Zollikon (11066)
914769,Senioren 40+ Meister,FC Wallisellen (11053)
917317,Senioren 40+ Promotion,FC Tössfeld (11261)
917388,Senioren 30+,Sporting Club Schaffhausen (11114)
917449,4. Liga,FC Neftenbach (11062)
917474,Senioren 30+ Meister,FC Oetwil-Geroldswil (11079)
917547,Junioren C 2. Stärkeklasse,Sporting Club Schaffhausen (11114)
917933,Juniorinnen C,FC Küsnacht (11030)
916062,5. Liga,Grasshopper Club Zürich (11476)
916195,3. Liga,FC Rafzerfeld (11100)
916327,Junioren A,FC Witikon (11496)
355998,4. Liga,FC Egg (11012)
356090,3. Liga,FC Ellikon Marthalen (11014)
356239,5. Liga,FC Beringen (11101)
356321,Frauen 4. Liga,FC Hinwil (11023)
356331,Junioren C 1. Stärkeklasse,FC Industrie Turicum (11552)
356380,5. Liga,BC Albisrieden (11542)
356410,Junioren C Promotion,FC Stäfa 1895 (11047)
918365,Junioren C 2. Stärkeklasse,FC United Zürich (11517)
918588,5. Liga,FC Büsingen (11902)
918599,Junioren B Promotion,FC Oerlikon/Polizei ZH (11544)
918928,5. Liga,FC Turkuaz Zürich (11535)
919033,Frauen 3. Liga,SC Veltheim (11262)
917150,4. Liga,FC Buttikon (11707)
917235,Senioren 50+/7,FC Hard Zürich (11506)
354638,2. Liga,FC Oetwil-Geroldswil (11079)
354687,4. Liga,Club Reggina Svizzera (11272)
354954,3. Liga,FC Stäfa 1895 (11047)
355216,Junioren B 1. Stärkeklasse,Centro Lusitano Zurich (11523)
353056,4. Liga,FC Hard Zürich (11506)
353197,2. Liga,FC Embrach (11266)
353244,Junioren C 2. Stärkeklasse,SV Seebach ZH (11488)
353321,4. Liga,FC Meilen (11034)
353402,Senioren 30+,FC Newborn (11117)
920796,Junioren C 1. Stärkeklasse,FC Unterstrass (11492)
921510,"2. Liga, 3. Liga",FC Phönix Seen (11258)
919129,5. Liga,FC Wald (11052)
919182,"Frauen 1. Liga, Frauen 4. Liga",FC Stäfa 1895 (11047)
919190,Nationalliga B (Frauen),FC Schlieren (11045)
919191,Senioren 30+,FC Meilen (11034)
919390,Senioren 30+ Promotion,FC Affoltern a/A (11002)
919516,Juniorinnen C,FC Blue Stars ZH Frauen 1968 (11562)
919524,Junioren C 1. Stärkeklasse,FC Altstetten (11469)
919536,Junioren B 2. Stärkeklasse,FC Weisslingen (11054)
919625,5. Liga,SC Wipkingen ZH (11495)
919767,Juniorinnen C,FC Phönix Seen (11258)
920007,Senioren 40+,FC Wiesendangen (11265)
918012,"Frauen 2. Liga, Frauen 4. Liga",FC Witikon (11496)
918033,Frauen 3. Liga,FC Phönix Seen (11258)
918191,Junioren C 1. Stärkeklasse,FC Volketswil (11075)
351741,Senioren 30+ Promotion,FC Winterthur (11263)
351770,Junioren B Promotion,FC Unterstrass (11492)
352088,Frauen 3. Liga,FC Wiedikon ZH (11494)
352118,"Junioren B 1. Stärkeklasse, Junioren B Promotion",FC Oetwil-Geroldswil (11079)
352124,"Junioren B Promotion, Junioren C 1. Stärkeklasse, Youth League C",FC Urdorf (11069)
352347,4. Liga,FC Töss (11260)
920233,3. Liga,FC Mönchaltorf (11035)
920247,Senioren 30+,FC Feusisberg-Schindellegi (11749)
920313,5. Liga,FC Neumünster (11481)
920367,Juniorinnen C,FC Witikon (11496)
920614,Junioren C 2. Stärkeklasse,FC Witikon (11496)
920631,Junioren C 2. Stärkeklasse,FC Wollishofen (11497)
920636,5. Liga,FC Glattfelden (11022)
920644,Junioren C 2. Stärkeklasse,SC Hegi Winterthur (11267)
920647,Youth League C,FC Phönix Seen (11258)
920700,Senioren 50+/7,FC Wädenswil (11051)
350699,5. Liga,FC Stammheim (11269)
350828,Senioren 30+,FC Wiesendangen (11265)
350835,Youth League C,FC Glattbrugg (11021)
921897,"Junioren B 1. Stärkeklasse, Junioren C 2. Stärkeklasse",FC Oetwil-Geroldswil (11079)
922134,Juniorinnen C,FC Buchs-Dällikon (11473)
922223,Junioren A Promotion,FC Stäfa 1895 (11047)
922242,Senioren 40+,FC Oberwinterthur (11257)
922449,4. Liga,SC Zollikon (11066)
920072,"Frauen 2. Liga, Frauen 3. Liga",FC Schlieren (11045)
920074,"2. Liga, 4. Liga",FC Glattbrugg (11021)
353717,Juniorinnen B,FC Rafzerfeld (11100)
353843,4. Liga,FC Birmensdorf (11004)
353899,Senioren 30+,FC Einsiedeln (11712)
354170,3. Liga,FC Industrie Turicum (11552)
354201,4. Liga,FC United Zürich (11517)
351655,5. Liga,FC Rämibühl Zürich (11553)
923033,Frauen 2. Liga,FC Volketswil (11075)
923078,Frauen 3. Liga,FC Schwerzenbach (11077)
923187,"4. Liga, Senioren 30+ Meister",FC Oerlikon/Polizei ZH (11544)
923305,5. Liga,FC Feusisberg-Schindellegi (11749)
923545,Frauen 4. Liga,FC Witikon (11496)
923561,3. Liga,FC Schwamendingen (11487)
923923,4. Liga,SC Wipkingen ZH (11495)
921748,Senioren 30+,FC Weisslingen (11054)
352356,Junioren B 2. Stärkeklasse,FC Ellikon Marthalen (11014)
352576,2. Liga,FC Wiesendangen (11265)
352759,Frauen 4. Liga,FC Effretikon (11502)
353032,5. Liga,Sporting Club Schaffhausen (11114)
353050,Senioren 30+,FC Hausen a/A (11080)
350413,5. Liga,FC Neumünster (11481)
350583,Senioren 30+ Promotion,Grasshopper Club Zürich (11476)
350690,"Senioren 30+, Senioren 40+ (7/7)",FC Glattal Dübendorf (11086)
349761,2. Liga,FC Wiesendangen (11265)
349858,Junioren C 2. Stärkeklasse,FC Schwerzenbach (11077)
926203,3. Liga,FC Phönix Seen (11258)
924229,Senioren 50+/7,FC Embrach (11266)
924342,5. Liga,FC Räterschen (11039)
924471,Senioren 30+ Promotion,FC Rafzerfeld (11100)
924567,3. Liga,FC Witikon (11496)
924643,Senioren 40+ Meister,FC Wald (11052)
924694,Senioren 30+,Sporting Club Schaffhausen (11114)
924745,"Junioren B 1. Stärkeklasse, Junioren B Promotion",FC Horgen (11024)
924789,5. Liga,FC Dielsdorf (11008)
924869,Senioren 30+,FC Pfäffikon (11037)
924878,Junioren B 1. Stärkeklasse,Sporting Club Schaffhausen (11114)
924953,Junioren B 2. Stärkeklasse,FC Gossau (11076)
925105,Junioren C 1. Stärkeklasse,FC Adliswil (11001)
922638,Junioren C 1. Stärkeklasse,FC Kilchberg-Rüschlikon (11027)
927311,4. Liga,FC Bosna Zürich (11541)
925346,Youth League C,FC Kilchberg-Rüschlikon (11027)
925725,Junioren B 1. Stärkeklasse,FC Maur (11065)
925786,"Junioren C Promotion, Youth League B",FC Stäfa 1895 (11047)
925795,Senioren 30+ Promotion,FC Engstringen (11015)
925871,4. Liga,SV Seebach ZH (11488)
925946,Junioren B 1. Stärkeklasse,FC Zürich-Affoltern (11467)
925966,Junioren C Promotion,FC Schaffhausen (11105)
926132,Senioren 30+,FC Pfäffikon (11037)
351010,3. Liga,Racing Club ZH (11485)
351286,"Junioren B 1. Stärkeklasse, Junioren B Promotion",FC Oetwil-Geroldswil (11079)
351393,5. Liga,FC Buchs-Dällikon (11473)
351470,Senioren 30+ Meister,SC Siebnen (11746)
349356,Senioren 40+,FC Galatasaray (11518)
349450,5. Liga,Sporting Club Schaffhausen (11114)
349719,Junioren B 1. Stärkeklasse,FC Knonau-Mettmenstetten (11083)
348217,U-16 (Frauen),FC Schlieren (11045)
348446,Junioren B 1. Stärkeklasse,FC Horgen (11024)
348789,Junioren B Promotion,FC Wald (11052)
348790,"5. Liga, Senioren 30+",Inter Club Zurigo (11511)
348810,Frauen 4. Liga,FC Oerlikon/Polizei ZH (11544)
928019,Frauen 30+ (7v7),FC Effretikon (11502)
926538,Junioren B 2. Stärkeklasse,FC Bassersdorf (11070)
926587,Senioren 30+,FC Wald (11052)
926593,Junioren B 1. Stärkeklasse,FC Stein am Rhein (11107)
926662,3. Liga,SC Winterthur United (11256)
926758,4. Liga,FC Unterstrass (11492)
926821,"2. Liga, 4. Liga",FC Urdorf (11069)
926876,Senioren 30+,FC Glattal Dübendorf (11086)
926959,2. Liga,FC Wiesendangen (11265)
927160,Junioren C 1. Stärkeklasse,FC Fehraltorf (11018)
927307,Junioren B Promotion,FC Oerlikon/Polizei ZH (11544)
927575,4. Liga,FC Affoltern a/A (11002)
927730,2. Liga,FC Phönix Seen (11258)
927754,Senioren 40+,FC Schwerzenbach (11077)
348929,"Juniorinnen B, Juniorinnen C",FC Regensdorf (11040)
348940,"Junioren A Promotion, Junioren B 1. Stärkeklasse",FC Männedorf (11033)
347140,Senioren 30+ Promotion,SC Zollikon (11066)
347144,Women’s Super League,GC Frauenfussball (11705)
347154,Senioren 40+ Promotion,FC Stäfa 1895 (11047)
347280,Senioren 30+,FC Stammheim (11269)
57324,Senioren 50+/7,Unione Sportiva Calabrese (11009)
349918,5. Liga,FC Elgg (11013)
350231,4. Liga,FC Embrach (11266)
350284,Senioren 30+ Meister,FC Oetwil-Geroldswil (11079)
350353,4. Liga,Benfica Clube de Zurique (11536)
348024,3. Liga,FC Elgg (11013)
348216,Senioren 40+,SC Veltheim (11262)
928916,2. Liga,FC Wiedikon ZH (11494)
929012,Junioren B 2. Stärkeklasse,FC Oetwil am See (11072)
929040,Senioren 40+ Promotion,FC Kloten (11028)
58152,Junioren A Promotion,FC Niederweningen (11068)
55532,Junioren B 1. Stärkeklasse,FC Engstringen (11015)
55555,5. Liga,FC Wiesendangen (11265)
55695,Senioren 30+,FC Oberglatt (11036)
55717,Junioren A,FC Oetwil-Geroldswil (11079)
55819,2. Liga,FC Phönix Seen (11258)
347387,5. Liga,FC Wülflingen (11264)
347646,Junioren B 1. Stärkeklasse,FC Dielsdorf (11008)
